patch_id,img_id,value
0,0,0.9888504815400005
1,0,0.8697847449706951
2,0,0.8318322040568151
3,0,0.17164848403900668
4,0,0.8429536354243026
5,0,0.4752531680084082
6,0,0.30696867343318635
7,0,0.2542760369655913
8,0,0.21578297575123395
9,0,0.4085270481016172
10,0,0.14529241003380222
11,0,0.9506130626610347
12,0,0.6461270586768707
13,0,0.7415589542102745
14,0,0.29222315829287426
15,0,0.28145072002913873
16,0,0.4164289198623594
17,0,0.7438258153227796
18,0,0.15435532221863224
19,0,0.4233127217918635
20,0,0.8829319591102466
21,0,0.4900715885937921
22,0,0.9292903268209132
23,0,0.20965563832787004
24,0,0.6750593035483181
25,0,0.06951392399233458
26,0,0.42432802209461784
27,0,0.462007688785977
28,0,0.8598798501518079
29,0,0.6608015668153028
30,0,0.45006054091539716
31,0,0.37135936353255083
32,0,0.0920575103313247
33,0,0.6219260813239131
34,0,0.8094896333609627
35,0,0.42318176060973234
36,0,0.9386174627518156
37,0,0.6524246986017584
38,0,0.7228697642396642
39,0,0.821626260489739
40,0,0.3405098754196625
41,0,0.45557613573471334
42,0,0.8063919211715606
43,0,0.48777525028784585
44,0,0.8824871158033691
45,0,0.029548765002242905
46,0,0.7261292975078456
47,0,0.3939309811727759
48,0,0.6580078026863305
49,0,0.36963380597251927
50,0,0.03067319960268855
51,0,0.32786129424133303
52,0,0.02915100052678088
53,0,0.9726270102977829
54,0,0.45607799242958835
55,0,0.5770457429951057
56,0,0.9469674237968477
57,0,0.5164611803403327
58,0,0.2871684884460878
59,0,0.839447942883185
60,0,0.4480385477862908
61,0,0.8582371954241644
62,0,0.01973745942076499
63,0,0.7599037750779158
64,0,0.8384591118103778
65,0,0.2432918240049794
66,0,0.8366368802686786
67,0,0.648826755614292
68,0,0.8957221000061172
69,0,0.859312735054654
70,0,0.1607385676508104
71,0,0.46892546453033346
72,0,0.134706084341362
73,0,0.5203878639921002
74,0,0.7631440336715051
75,0,0.6873935957913117
76,0,0.7224005966345628
77,0,0.8925543721257692
78,0,0.165509848396866
79,0,0.33281910492497224
80,0,0.8472870452946517
81,0,0.06155634519240061
82,0,0.7911876324617219
83,0,0.6439768409183938
84,0,0.5049200326369054
85,0,0.8397834353067788
86,0,0.5438549323947841
87,0,0.6053196299787346
88,0,0.2807192685144644
89,0,0.986942464216295
90,0,0.07483146934832963
91,0,0.8685714902897792
92,0,0.1757816700157524
93,0,0.39544296224005926
94,0,0.3310862977084409
95,0,0.5348836881089843
96,0,0.06772956737420699
97,0,0.8566935265434938
98,0,0.550671130670177
99,0,0.3750093236221441
100,0,0.290867545267409
101,0,0.8555591150514343
102,0,0.807532155434727
103,0,0.9233057015570083
104,0,0.5005922973796108
105,0,0.03194890253478522
106,0,0.3153255309223416
107,0,0.8442645894577424
108,0,0.5897865780404568
109,0,0.07679948018311678
110,0,0.020295387123519304
111,0,0.7318440695036821
112,0,0.14321514101331578
113,0,0.07402140862142159
114,0,0.6469813114532534
115,0,0.8903113489043909
116,0,0.5271725655401293
117,0,0.7144485387387169
118,0,0.03394320248131477
119,0,0.48232727405378206
120,0,0.7119933016221446
121,0,0.9802448229836929
122,0,0.7384813589954583
123,0,0.2256368376198823
124,0,0.292389059457249
125,0,0.477396720122782
126,0,0.8282732808329514
127,0,0.03889845875669695
128,0,0.25427831118302513
129,0,0.9906048743876956
130,0,0.03001906649025199
131,0,0.7211126221319264
132,0,0.3122716413897896
133,0,0.4916790856270238
134,0,0.0946379967793145
135,0,0.7764088547504945
136,0,0.4091325686482009
137,0,0.44131728996725006
138,0,0.2102294469545437
139,0,0.7622670490923573
140,0,0.8854458664947276
141,0,0.8334737107089375
142,0,0.43012571558961044
143,0,0.8421834485031006
144,0,0.5449112003957912
145,0,0.4853379629935768
146,0,0.21482239869072262
147,0,0.8378562402335906
148,0,0.005960994744394155
149,0,0.1083537013600312
150,0,0.0723496270345616
151,0,0.13165107890756256
152,0,0.3053719840480953
153,0,0.868864593564385
154,0,0.5449532674660852
155,0,0.7282640053457008
156,0,0.4416804102854377
157,0,0.1225960880702367
158,0,0.542791079934575
159,0,0.37137779036257434
160,0,0.9050430826295887
161,0,0.9993393341118434
162,0,0.4333682965393777
163,0,0.6788517551439947
164,0,0.5532211772002043
165,0,0.08241586699885273
166,0,0.830289596343514
167,0,0.7366654398106876
168,0,0.8750125964801155
169,0,0.7224383386070248
170,0,0.44221368347932377
171,0,0.5290203759688654
172,0,0.8418317896931427
173,0,0.9759394730990809
174,0,0.25297372917175864
175,0,0.38993239064868535
176,0,0.6566432287108489
177,0,0.2434636645316396
178,0,0.655073499390743
179,0,0.674666955979154
180,0,0.6428218392858203
181,0,0.9977114333738797
182,0,0.6795961407342346
183,0,0.9381685548730588
184,0,0.9270768360391921
185,0,0.034361350980049665
186,0,0.6469376660461619
187,0,0.07616870243730078
188,0,0.04792653783556833
189,0,0.8825760161337831
190,0,0.8762214528099547
191,0,0.1608855682828373
192,0,0.8307693128747277
193,0,0.17831187978347163
194,0,0.715172377007683
195,0,0.9057865848577991
196,0,0.3026622523075507
197,0,0.8307815115248016
198,0,0.22354872697972972
199,0,0.012303360974823208
0,1,0.044545804538805744
1,1,0.8761830751644673
2,1,0.9710405754389984
3,1,0.19151889293117463
4,1,0.24880815519293042
5,1,0.12533278775161527
6,1,0.5080713410469428
7,1,0.3841070595899443
8,1,0.44679192981247384
9,1,0.16469150809573907
10,1,0.5639428077798916
11,1,0.2781727048839384
12,1,0.09077033096776421
13,1,0.10450208978354125
14,1,0.1310574761148553
15,1,0.4892844096703174
16,1,0.44125998920619447
17,1,0.6752338323568562
18,1,0.44539482922044815
19,1,0.11967746291598824
20,1,0.8217657165481453
21,1,0.1576899579032942
22,1,0.6587595931350584
23,1,0.10789534730799655
24,1,0.9576482945573281
25,1,0.002096853369195184
26,1,0.8225389220277034
27,1,0.3295077842214539
28,1,0.029941496189295314
29,1,0.3371645087616024
30,1,0.2910050982727508
31,1,0.2937181039897476
32,1,0.6596908811351594
33,1,0.9687867073717371
34,1,0.15698397052270308
35,1,0.33067907840238264
36,1,0.7055692426303817
37,1,0.7486671788771208
38,1,0.38638335426971215
39,1,0.22829140749789123
40,1,0.4367281499023402
41,1,0.994035009944635
42,1,0.656973423979577
43,1,0.15586063155439722
44,1,0.9157198127695743
45,1,0.5292830758237062
46,1,0.03578029752952039
47,1,0.5440868942606463
48,1,0.8173917780307357
49,1,0.2709116485674844
50,1,0.8213945518142702
51,1,0.18990915108132767
